,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level,prob_not_leaving,prob_leaving
6896,EDMISTON,0.96,1.0,3,231,6,0,0,0,sales,medium,2,0.8,0.2
11544,POULIOT,0.87,0.82,4,198,7,0,0,0,sales,medium,2,0.8,0.2
7241,TOWERS,0.96,0.93,6,240,6,0,0,0,IT,low,1,0.8,0.2
11541,FRANDSEN,0.51,0.89,4,233,7,0,0,0,sales,medium,2,0.8,0.2
10726,PEREYRA,0.13,0.84,5,189,5,0,0,0,technical,low,1,0.8,0.2
11383,BERES,0.86,0.89,4,153,4,0,0,0,sales,low,1,0.8,0.2
5317,HOLLENBECK,0.99,1.0,3,139,2,0,0,0,support,medium,2,0.8,0.2
4453,BOLING,0.41,0.86,6,215,5,0,0,0,sales,low,1,0.8,0.2
7424,ROSENBLUM,0.23,0.99,5,176,4,1,0,0,sales,low,1,0.8,0.2
4842,JUSTUS,0.15,0.7,4,220,4,0,0,0,hr,low,1,0.8,0.2
3324,COLBURN,0.86,0.82,2,207,4,1,0,0,technical,low,1,0.8,0.2
3321,PAK,0.99,0.73,5,197,4,1,0,0,technical,low,1,0.8,0.2
8747,SHAHAN,0.71,1.0,3,181,4,0,0,0,technical,medium,2,0.8,0.2
7471,MCANDREW,0.42,0.77,3,270,3,0,0,0,product_mng,low,1,0.8,0.2
3246,ENG,0.21,0.9,2,239,2,0,0,0,technical,low,1,0.8,0.2
9583,POPPE,0.85,0.99,6,153,6,0,0,0,technical,medium,2,0.8,0.2
11354,SAYLER,0.62,0.97,2,271,3,0,0,0,sales,low,1,0.8,0.2
4489,WHITEHURST,0.5,0.85,2,143,3,0,0,0,IT,low,1,0.8,0.2
9939,HOBAN,0.89,0.76,2,278,2,0,0,0,sales,medium,2,0.8,0.2
3944,BOWENS,0.78,0.91,5,150,4,0,0,0,support,low,1,0.8,0.2
7494,BUSSELL,0.67,0.87,3,177,4,0,0,0,sales,high,3,0.8,0.2
11065,BRUCKNER,0.43,0.96,3,109,6,0,0,0,technical,low,1,0.8,0.2
4823,GAONA,0.77,0.74,5,263,2,0,0,0,sales,medium,2,0.8,0.2
4812,LARGE,0.15,0.91,2,207,3,0,0,0,technical,medium,2,0.8,0.2
6121,HENKEL,0.5,0.94,5,176,4,0,0,0,sales,low,1,0.8,0.2
10571,SELPH,0.15,0.91,6,98,6,1,0,0,technical,low,1,0.8,0.2
9593,TELFORD,0.65,0.77,2,248,3,0,0,0,support,low,1,0.8,0.2
8812,FINKE,0.52,0.92,5,280,6,1,0,0,hr,high,3,0.8,0.2
6509,WOODRING,1.0,0.95,3,275,3,1,0,0,sales,medium,2,0.8,0.2
3515,HACKNEY,0.13,0.87,3,185,4,1,0,0,management,low,1,0.8,0.2
12937,MAGNUS,0.13,0.84,5,189,5,0,0,0,technical,low,1,0.8,0.2
6239,KEIL,0.72,0.98,3,181,4,0,0,0,technical,low,1,0.8,0.2
3555,BECKHAM,0.72,0.72,5,194,4,0,0,0,technical,low,1,0.8,0.2
11515,DITTO,0.93,0.87,4,139,8,0,0,0,technical,medium,2,0.8,0.2
3547,DOVER,0.43,0.85,6,168,2,0,0,0,technical,low,1,0.8,0.2
6231,RADCLIFF,0.54,0.91,3,142,2,0,0,0,support,low,1,0.8,0.2
11507,WARDLE,0.93,0.74,5,248,8,1,0,0,support,low,1,0.8,0.2
12962,MAFFEI,0.84,0.96,6,155,5,0,0,0,product_mng,medium,2,0.8,0.2
6803,GARVER,0.28,0.83,4,162,3,0,0,0,sales,low,1,0.8,0.2
4896,FLAGG,0.5,0.78,6,138,3,0,0,0,sales,medium,2,0.8,0.2
9879,FRAMPTON,0.89,0.96,3,122,4,0,0,0,hr,low,1,0.8,0.2
3477,BOHN,0.71,0.75,4,272,4,0,0,0,technical,low,1,0.8,0.2
9367,BROCKINGTON,0.24,0.87,4,262,3,0,0,0,technical,low,1,0.8,0.2
7325,BLOOMER,0.78,0.87,3,183,4,0,0,0,RandD,low,1,0.8,0.2
3466,PORRAS,0.86,0.87,3,205,4,0,0,0,hr,low,1,0.8,0.2
11017,COGBURN,0.73,0.88,5,233,4,1,0,0,sales,medium,2,0.8,0.2
11418,JOSLYN,0.75,0.99,2,237,5,1,0,0,product_mng,low,1,0.8,0.2
11414,DRESCHER,0.89,0.99,2,258,3,0,0,0,sales,medium,2,0.8,0.2
9870,CREAGER,0.96,0.86,2,163,3,0,0,0,sales,low,1,0.8,0.2
10653,COFFELT,0.94,0.99,2,273,4,0,0,0,technical,low,1,0.8,0.2
13625,CUMBIE,0.89,0.99,2,258,3,0,0,0,sales,medium,2,0.8,0.2
7367,TILL,0.79,0.78,2,228,2,0,0,0,technical,medium,2,0.8,0.2
2625,GUINN,0.6,0.91,2,168,4,0,0,0,hr,low,1,0.8,0.2
8451,GLASSMAN,0.22,0.89,6,278,5,1,0,0,support,medium,2,0.8,0.2
10223,BIRK,0.97,0.96,4,250,6,0,0,0,RandD,medium,2,0.8,0.2
14156,MCBRYDE,0.94,0.73,3,268,10,0,0,0,technical,medium,2,0.8,0.2
13942,WERTS,0.77,0.82,4,134,3,0,0,1,sales,low,1,0.8,0.2
8267,PHARR,0.91,0.93,5,158,4,0,0,0,sales,medium,2,0.8,0.2
7932,KISSEL,0.17,0.85,3,234,3,0,0,0,RandD,low,1,0.8,0.2
10112,AZAR,0.17,0.77,4,151,6,0,0,0,technical,low,1,0.8,0.2
7876,KUTZ,0.16,0.76,6,218,6,0,0,0,sales,medium,2,0.8,0.2
13937,HALLENBECK,0.57,0.82,5,233,7,0,0,1,sales,medium,2,0.8,0.2
7797,CAVANAGH,0.61,0.89,2,287,4,0,0,0,sales,medium,2,0.8,0.2
2669,WING,0.33,0.7,5,271,4,0,0,0,RandD,low,1,0.8,0.2
13905,BRUCH,0.16,0.96,5,137,5,1,0,0,technical,low,1,0.8,0.2
14060,POLL,0.2,0.7,4,225,5,0,0,0,support,low,1,0.8,0.2
8355,HAWS,0.53,0.78,5,275,5,0,0,0,hr,low,1,0.8,0.2
8442,MEADORS,0.43,0.77,3,237,3,1,0,0,technical,low,1,0.8,0.2
2306,MARION,0.8,0.98,2,232,6,1,0,0,sales,low,1,0.8,0.2
8315,TUPPER,0.33,0.77,3,216,3,0,0,0,RandD,high,3,0.8,0.2
14153,SCAGLIONE,0.88,0.74,3,273,10,0,0,0,sales,medium,2,0.8,0.2
10091,DEFAZIO,0.51,1.0,5,196,4,0,0,0,sales,medium,2,0.8,0.2
5870,MARKLE,0.32,0.79,4,136,3,0,0,0,product_mng,medium,2,0.8,0.2
10061,SWALLOW,0.96,0.95,6,215,4,0,0,0,IT,low,1,0.8,0.2
7814,HIGA,0.18,0.99,4,160,5,0,0,0,accounting,low,1,0.8,0.2
8130,KU,0.25,0.98,4,166,5,1,0,0,technical,low,1,0.8,0.2
5772,BRAMLETT,0.77,0.83,6,271,3,0,0,0,support,low,1,0.8,0.2
13892,TRIVETTE,0.93,0.98,4,189,10,0,0,0,sales,medium,2,0.8,0.2
8041,MORELL,0.36,0.8,5,186,4,0,0,0,accounting,medium,2,0.8,0.2
13960,HANGER,0.49,0.88,4,240,8,0,0,0,product_mng,medium,2,0.8,0.2
2246,SHARMA,0.67,0.85,3,160,4,0,0,0,hr,medium,2,0.8,0.2
5832,AN,0.7,0.79,6,145,3,0,0,0,accounting,medium,2,0.8,0.2
5590,KOONCE,0.83,0.75,6,215,5,0,0,0,sales,medium,2,0.8,0.2
2575,MYRICK,0.89,0.83,5,267,4,0,0,0,technical,low,1,0.8,0.2
13755,MAGOON,0.87,0.82,4,198,7,0,0,0,sales,medium,2,0.8,0.2
5837,ARCENEAUX,0.79,0.86,4,173,4,0,0,0,technical,low,1,0.8,0.2
10361,BOMAN,0.52,0.96,6,166,5,1,0,0,technical,medium,2,0.8,0.2
10159,KLEINSCHMIDT,0.64,0.86,4,248,6,0,0,0,marketing,medium,2,0.8,0.2
8487,GIBB,0.77,0.87,3,207,4,1,0,0,sales,low,1,0.8,0.2
2683,FRIAS,0.68,0.85,2,180,6,0,0,0,sales,medium,2,0.8,0.2
13726,FLEENER,0.93,0.87,4,139,8,0,0,0,technical,medium,2,0.8,0.2
2374,SALTER,0.57,0.85,4,164,3,0,0,0,sales,low,1,0.8,0.2
13799,HELT,0.66,0.9,4,177,7,0,0,0,sales,low,1,0.8,0.2
10232,DOODY,0.32,0.87,4,179,4,0,0,0,technical,medium,2,0.8,0.2
13718,KALINA,0.93,0.74,5,248,8,1,0,0,support,low,1,0.8,0.2
5815,HENSEL,0.94,0.7,6,217,5,0,0,0,sales,low,1,0.8,0.2
2277,DOW,0.75,0.73,2,152,4,0,0,0,IT,low,1,0.8,0.2
2392,WHITTEN,0.19,0.98,5,226,4,1,0,0,accounting,low,1,0.8,0.2
8394,CAULFIELD,0.65,0.99,5,240,5,0,0,0,RandD,medium,2,0.8,0.2
5865,RHINEHART,0.17,0.91,6,246,5,0,0,0,IT,high,3,0.8,0.2
7963,BONNETT,0.21,0.76,6,219,4,1,0,0,sales,medium,2,0.8,0.2
2690,GREY,0.75,0.93,2,98,5,0,0,0,sales,medium,2,0.8,0.2
7777,REISINGER,0.48,0.9,4,224,3,0,0,0,product_mng,low,1,0.8,0.2
7828,DRUMM,0.75,0.78,2,264,3,1,0,0,technical,medium,2,0.8,0.2
10355,TOLES,0.13,0.97,3,156,2,0,0,0,support,medium,2,0.8,0.2
10326,WAIT,0.12,0.84,5,230,4,0,0,0,sales,medium,2,0.8,0.2
10138,HUGO,0.91,0.88,5,123,5,0,0,0,IT,low,1,0.8,0.2
13752,CHEESMAN,0.51,0.89,4,233,7,0,0,0,sales,medium,2,0.8,0.2
10139,HILDERBRAND,0.85,0.77,4,264,3,0,0,0,IT,low,1,0.8,0.2
2206,BRUNNER,0.16,0.98,5,284,5,0,0,0,IT,medium,2,0.8,0.2
10416,LAPOINT,0.43,0.82,4,138,5,0,0,0,technical,low,1,0.8,0.2
13910,BANH,0.5,0.83,5,258,2,0,0,0,IT,low,1,0.8,0.2
2383,CHATMAN,0.15,0.8,5,151,2,1,0,0,sales,low,1,0.8,0.2
4047,WEIMER,0.67,0.81,3,221,4,1,0,0,accounting,medium,2,0.9,0.1
3997,ATWELL,0.76,0.79,3,197,5,0,0,0,accounting,medium,2,0.9,0.1
4052,LOR,0.45,0.92,6,164,4,1,0,0,marketing,low,1,0.9,0.1
4051,URENA,0.15,0.89,3,219,6,0,0,0,marketing,low,1,0.9,0.1
3971,CASTEEL,0.2,0.97,6,224,5,1,0,0,support,medium,2,0.9,0.1
11747,MIDDAUGH,0.48,0.7,3,213,10,0,0,0,sales,medium,2,0.9,0.1
11758,LOU,0.58,0.84,4,206,7,0,0,1,management,high,3,0.9,0.1
9180,MULVANEY,0.48,0.96,4,224,2,1,0,0,sales,low,1,0.9,0.1
9208,SANKEY,0.8,0.97,4,220,3,0,0,0,support,low,1,0.9,0.1
11813,JOHANSSON,0.39,0.91,2,212,2,0,0,0,management,high,3,0.9,0.1
5014,SOMERVILLE,0.92,1.0,3,212,2,0,0,0,support,low,1,0.9,0.1
9210,DEWALD,0.91,0.88,5,223,3,0,0,0,support,low,1,0.9,0.1
8283,TOMASZEWSKI,0.21,0.96,4,287,5,0,0,0,technical,medium,2,0.9,0.1
11753,PETRELLA,0.5,0.73,3,154,10,0,0,0,IT,medium,2,0.9,0.1
10893,LAGASSE,0.59,0.97,5,179,6,0,0,0,support,medium,2,0.9,0.1
10294,ROCA,0.16,0.97,6,282,4,0,0,0,product_mng,low,1,0.9,0.1
9688,DENMARK,0.64,0.92,5,211,2,1,0,0,IT,medium,2,0.9,0.1
6955,KIGHT,0.99,0.95,3,153,4,0,0,0,marketing,high,3,0.9,0.1
9160,FELTNER,0.23,0.94,4,149,6,0,0,0,accounting,low,1,0.9,0.1
10140,MILAZZO,0.8,0.98,3,189,6,0,0,0,IT,low,1,0.9,0.1
11807,QUIROS,0.65,0.95,2,180,2,0,0,0,product_mng,low,1,0.9,0.1
3981,LIGHTFOOT,0.7,0.78,4,254,4,0,0,0,sales,low,1,0.9,0.1
11777,HUFFAKER,0.34,0.72,3,118,4,0,0,0,IT,low,1,0.9,0.1
10900,HALLBERG,1.0,0.79,5,171,5,0,0,0,IT,medium,2,0.9,0.1
4023,KEELING,0.26,0.97,3,125,2,0,0,0,support,low,1,0.9,0.1
9689,MENDIETA,0.69,0.91,6,247,6,0,0,0,RandD,medium,2,0.9,0.1
10287,HOLTZMAN,0.76,0.81,5,270,4,0,0,0,technical,medium,2,0.9,0.1
4031,MANSON,0.58,0.73,4,205,4,0,0,0,IT,low,1,0.9,0.1
11782,LOUVIERE,0.84,0.78,4,263,3,0,0,0,IT,low,1,0.9,0.1
9195,STANG,0.69,0.89,2,220,3,0,0,0,technical,low,1,0.9,0.1
8286,BONANNO,0.99,0.87,4,162,4,0,0,0,technical,medium,2,0.9,0.1
10907,DAHLSTROM,0.18,0.9,4,282,4,0,0,0,product_mng,medium,2,0.9,0.1
5007,ZACHARY,0.84,0.94,4,246,2,1,0,0,support,medium,2,0.9,0.1
11808,MONKS,0.69,0.9,5,103,5,0,0,0,product_mng,low,1,0.9,0.1
5874,BIVINS,0.36,0.82,4,218,5,0,0,0,RandD,low,1,0.9,0.1
4034,CLEM,0.26,0.81,5,139,4,0,0,0,product_mng,medium,2,0.9,0.1
4100,MAHAFFEY,0.66,0.73,3,244,3,0,0,0,support,medium,2,0.9,0.1
4985,BURD,0.49,0.81,4,233,3,0,0,0,sales,low,1,0.9,0.1
6889,CRIM,0.71,0.93,3,287,5,0,0,0,sales,medium,2,0.9,0.1
4144,SILER,0.81,0.96,4,212,3,0,0,0,sales,low,1,0.9,0.1
4146,KWAN,0.18,0.81,5,140,4,0,0,0,sales,low,1,0.9,0.1
11671,REIDER,0.71,0.93,5,140,8,0,0,0,marketing,medium,2,0.9,0.1
9263,DEACON,0.41,0.7,2,151,3,1,0,0,accounting,low,1,0.9,0.1
9672,GOLDSBERRY,0.94,0.81,3,150,2,0,0,0,support,low,1,0.9,0.1
8266,ALVARES,0.61,0.95,3,133,5,0,0,0,sales,medium,2,0.9,0.1
8061,BURLINGAME,0.24,0.91,4,232,2,0,0,0,support,low,1,0.9,0.1
11662,KOOPMAN,0.7,0.7,3,162,8,0,0,0,RandD,high,3,0.9,0.1
11659,VARNELL,0.15,0.81,5,280,3,1,0,0,RandD,high,3,0.9,0.1
14039,THORNSBERRY,0.42,0.96,6,173,3,0,0,0,sales,medium,2,0.9,0.1
11658,ALBERTI,0.66,0.78,4,161,6,0,0,0,IT,low,1,0.9,0.1
4164,ROBSON,0.87,0.89,4,219,4,0,0,0,technical,high,3,0.9,0.1
11653,RUZICKA,0.65,0.82,5,265,3,0,0,0,IT,low,1,0.9,0.1
5721,BUIE,0.73,0.86,3,215,4,0,0,0,RandD,low,1,0.9,0.1
9278,TOMA,0.16,0.73,6,170,3,0,0,0,technical,low,1,0.9,0.1
6462,DESANTIAGO,0.84,0.99,4,219,2,0,0,0,support,low,1,0.9,0.1
11644,STICE,0.9,0.85,3,158,7,0,0,0,marketing,medium,2,0.9,0.1
11641,RAGUSA,0.22,0.7,4,159,5,0,0,0,management,low,1,0.9,0.1
9666,DARLINGTON,0.86,0.96,5,246,3,0,0,0,support,medium,2,0.9,0.1
9282,SEALEY,0.12,0.9,3,200,3,0,0,0,support,low,1,0.9,0.1
10952,SKLAR,0.19,0.94,4,196,5,0,0,0,technical,low,1,0.9,0.1
9285,BATEY,0.25,0.75,5,194,5,1,0,0,support,low,1,0.9,0.1
4185,POLAND,0.95,0.72,3,168,5,0,0,0,IT,medium,2,0.9,0.1
4187,RHEA,0.24,0.74,5,282,3,0,0,0,IT,medium,2,0.9,0.1
11628,OLSSON,0.57,0.75,4,249,10,0,0,0,product_mng,medium,2,0.9,0.1
4143,SIFUENTES,1.0,1.0,5,142,4,0,0,0,sales,low,1,0.9,0.1
6455,TSOSIE,0.44,0.87,5,104,4,0,0,0,technical,high,3,0.9,0.1
5714,BENZ,0.54,0.82,4,266,2,0,0,0,IT,medium,2,0.9,0.1
11684,MANFREDI,0.69,0.85,3,153,10,0,0,0,support,medium,2,0.9,0.1
2248,ARCE,0.53,0.75,4,239,2,1,0,0,technical,medium,2,0.9,0.1
9681,NEVELS,0.31,0.7,4,182,3,0,0,0,IT,medium,2,0.9,0.1
11732,HINKEL,0.24,0.94,6,141,3,1,0,0,sales,low,1,0.9,0.1
14018,BOHANAN,0.65,0.95,2,180,2,0,0,0,product_mng,low,1,0.9,0.1
4981,GOWER,0.8,0.96,5,124,3,0,0,0,sales,low,1,0.9,0.1
4083,VOLPE,0.96,0.83,4,132,6,0,0,0,technical,high,3,0.9,0.1
11728,RAPOSO,0.95,0.81,4,258,7,0,0,1,sales,medium,2,0.9,0.1
11723,MAIR,0.54,0.78,3,156,7,0,0,0,sales,medium,2,0.9,0.1
10922,TROTMAN,0.18,0.81,4,147,4,0,0,0,marketing,low,1,0.9,0.1
14019,SWILLEY,0.69,0.9,5,103,5,0,0,0,product_mng,low,1,0.9,0.1
9235,WHISENHUNT,0.99,0.81,4,229,2,1,0,0,sales,medium,2,0.9,0.1
4973,MARCHESE,0.68,0.92,2,184,4,0,0,0,sales,medium,2,0.9,0.1
14024,LABARRE,0.39,0.91,2,212,2,0,0,0,management,high,3,0.9,0.1
4971,HOWERTON,0.63,0.74,4,155,2,0,0,0,sales,medium,2,0.9,0.1
4107,CASTLEBERRY,0.55,0.8,3,254,2,0,0,0,IT,medium,2,0.9,0.1
11709,MCANDREWS,0.77,0.86,5,238,3,0,0,0,management,high,3,0.9,0.1
10930,FREDETTE,0.8,0.82,4,271,4,0,0,0,sales,low,1,0.9,0.1
6902,BURMEISTER,0.88,0.88,3,220,4,0,0,0,hr,medium,2,0.9,0.1
9677,KIMBER,0.88,1.0,3,248,3,0,0,0,technical,medium,2,0.9,0.1
2235,TORREZ,0.15,0.74,6,212,2,0,0,0,sales,low,1,0.9,0.1
10272,YAMAGUCHI,0.5,0.75,5,178,6,0,0,0,technical,medium,2,0.9,0.1
11692,SCHWEIGER,0.66,0.89,4,173,4,0,0,0,support,low,1,0.9,0.1
11689,FEIN,0.51,0.76,4,140,3,0,0,0,support,low,1,0.9,0.1
9256,PAYNTER,0.83,0.84,2,149,3,0,0,0,sales,low,1,0.9,0.1
10938,SUSTAITA,0.85,0.98,5,222,3,0,0,1,sales,medium,2,0.9,0.1
2276,JULIAN,0.79,0.72,6,240,4,0,0,0,IT,low,1,0.9,0.1
7776,SURBER,0.83,0.9,3,179,2,1,0,0,product_mng,low,1,0.9,0.1
9716,RUBINSTEIN,0.8,0.74,2,205,3,1,0,0,sales,low,1,0.9,0.1
10117,HOSSAIN,0.35,0.71,6,204,4,1,0,0,technical,medium,2,0.9,0.1
12801,HSIAO,0.56,0.83,3,236,3,1,0,0,technical,medium,2,0.9,0.1
5131,SEVILLA,0.91,0.99,5,228,4,1,0,0,sales,low,1,0.9,0.1
13637,DIEBOLD,0.77,0.98,3,286,6,0,0,0,management,high,3,0.9,0.1
3735,CLAPP,0.7,0.83,5,261,4,0,0,0,RandD,high,3,0.9,0.1
6317,MCGOUGH,0.42,0.91,3,209,2,0,0,0,technical,low,1,0.9,0.1
10789,SUHR,0.62,0.94,4,252,4,0,0,0,accounting,low,1,0.9,0.1
9767,MCLAMB,0.85,0.83,3,226,2,0,0,0,RandD,medium,2,0.9,0.1
9046,GUST,0.94,0.81,4,237,3,1,0,0,technical,low,1,0.9,0.1
10802,STEAD,0.16,0.76,4,223,4,0,0,0,technical,low,1,0.9,0.1
13943,WEIRICH,0.24,0.94,6,141,3,1,0,0,sales,low,1,0.9,0.1
7119,MAR,0.46,0.79,2,108,3,0,0,0,sales,low,1,0.9,0.1
11989,DEGEORGE,0.9,0.76,3,255,7,0,0,0,product_mng,low,1,0.9,0.1
3766,GERARD,0.44,0.74,5,253,2,0,0,0,accounting,medium,2,0.9,0.1
3967,WINGATE,0.18,0.79,4,217,4,0,0,0,RandD,medium,2,0.9,0.1
3768,CHAO,0.54,0.8,3,232,2,0,0,0,accounting,high,3,0.9,0.1
7983,CRANDELL,0.68,0.92,4,209,6,0,0,0,support,low,1,0.9,0.1
11976,BROSNAN,0.9,0.82,3,133,8,0,0,0,marketing,medium,2,0.9,0.1
10813,HASHIMOTO,0.76,0.88,5,265,4,0,0,0,support,low,1,0.9,0.1
9060,CAVALIER,0.8,0.84,3,186,6,0,0,0,support,low,1,0.9,0.1
5105,BOYLAN,0.49,0.72,4,246,3,0,0,0,product_mng,low,1,0.9,0.1
7987,TRUSTY,0.34,0.76,6,237,5,0,0,0,support,high,3,0.9,0.1
11969,BRADBURN,0.6,0.85,3,242,2,0,0,0,IT,low,1,0.9,0.1
3782,SAMPLES,0.83,0.93,3,220,4,0,0,0,technical,low,1,0.9,0.1
9068,WIECZOREK,0.78,0.72,3,223,4,0,0,0,IT,low,1,0.9,0.1
9745,CORDOBA,0.15,0.95,4,251,5,0,0,0,support,high,3,0.9,0.1
13958,MACHEN,0.48,0.7,3,213,10,0,0,0,sales,medium,2,0.9,0.1
3724,BURLEY,0.57,0.86,4,268,6,0,0,0,IT,medium,2,0.9,0.1
12802,TUTOR,0.98,0.79,5,257,4,0,0,0,technical,medium,2,0.9,0.1
13939,BOWN,0.95,0.81,4,258,7,0,0,1,sales,medium,2,0.9,0.1
9772,OGBURN,0.5,0.83,2,220,2,1,0,0,sales,medium,2,0.9,0.1
9800,WEITZ,0.91,0.78,4,169,4,0,0,0,accounting,low,1,0.9,0.1
8973,NAUGLE,0.84,0.79,4,157,4,0,0,0,technical,low,1,0.9,0.1
2397,DIAS,0.7,0.74,5,263,3,1,0,0,hr,low,1,0.9,0.1
3644,SEAL,0.73,0.96,2,151,3,0,0,0,technical,medium,2,0.9,0.1
10753,MANRIQUE,0.6,0.86,6,247,6,0,0,0,product_mng,medium,2,0.9,0.1
3653,TARVER,0.24,0.94,4,146,4,0,0,0,product_mng,medium,2,0.9,0.1
3657,GADDIS,0.78,0.91,3,238,2,0,0,0,RandD,high,3,0.9,0.1
12862,BRANAM,0.13,0.76,5,219,4,0,0,0,technical,low,1,0.9,0.1
12859,PURKEY,0.99,0.81,3,183,2,0,0,0,technical,low,1,0.9,0.1
8989,ALATORRE,0.83,0.72,2,226,3,0,0,0,technical,low,1,0.9,0.1
3664,CALVIN,0.55,0.82,3,248,2,0,0,0,accounting,high,3,0.9,0.1
12850,OSTERHOUT,0.75,0.83,4,133,4,0,0,0,hr,high,3,0.9,0.1
12849,ATTEBERRY,0.74,0.87,5,264,3,0,0,0,accounting,high,3,0.9,0.1
3672,BOURNE,0.3,0.71,3,155,2,0,0,0,sales,low,1,0.9,0.1
12846,MACKE,0.21,0.71,4,270,2,0,0,0,sales,high,3,0.9,0.1
6298,SHOWERS,0.6,0.85,5,187,4,0,0,0,technical,medium,2,0.9,0.1
3680,GALLANT,0.97,0.75,2,271,6,0,0,0,sales,low,1,0.9,0.1
9784,HONEA,0.43,0.81,3,102,3,0,0,0,sales,medium,2,0.9,0.1
5659,OLIVE,0.93,0.82,5,272,3,0,0,0,sales,high,3,0.9,0.1
9006,NAY,0.85,0.99,4,233,2,0,0,0,marketing,high,3,0.9,0.1
13934,LANDMAN,0.54,0.78,3,156,7,0,0,0,sales,medium,2,0.9,0.1
5140,INGALLS,0.41,0.9,6,155,2,0,0,0,accounting,medium,2,0.9,0.1
9013,FERRIER,0.35,0.78,5,275,4,0,0,0,marketing,low,1,0.9,0.1
10111,CARREIRO,0.22,0.84,3,131,5,1,0,0,technical,low,1,0.9,0.1
7153,ALMAZAN,0.63,0.93,6,171,3,1,0,0,support,low,1,0.9,0.1
11955,HEDBERG,0.83,0.76,2,255,7,0,0,0,sales,low,1,0.9,0.1
11953,MICHELL,0.48,0.72,3,143,4,0,0,0,sales,medium,2,0.9,0.1
2341,IRELAND,0.78,1.0,3,139,3,0,0,0,support,low,1,0.9,0.1
3878,MERRELL,0.23,0.84,5,140,4,0,0,0,IT,low,1,0.9,0.1
5063,VIOLA,0.34,0.89,5,266,6,0,0,0,sales,medium,2,0.9,0.1
11894,MCNERNEY,0.82,0.76,4,266,3,0,0,1,management,high,3,0.9,0.1
6369,RUNGE,0.91,0.81,4,139,2,0,0,0,technical,high,3,0.9,0.1
11879,STAIR,0.78,0.8,3,256,2,0,0,0,IT,medium,2,0.9,0.1
2297,KITCHEN,0.98,0.74,3,164,3,0,0,0,sales,medium,2,0.9,0.1
5056,BRODIE,0.43,0.98,4,164,3,0,0,1,sales,medium,2,0.9,0.1
6374,ALVEY,0.69,0.97,5,240,4,0,0,0,technical,medium,2,0.9,0.1
9120,HEPBURN,0.76,0.71,6,168,2,0,0,0,technical,high,3,0.9,0.1
11862,CUOMO,0.92,1.0,4,261,4,0,0,0,sales,medium,2,0.9,0.1
11861,SPILLERS,0.5,0.91,3,240,3,0,0,0,sales,low,1,0.9,0.1
11860,MUDGE,0.78,0.9,5,158,3,0,0,0,sales,low,1,0.9,0.1
3917,KEATON,0.68,1.0,4,167,2,0,0,0,sales,low,1,0.9,0.1
11855,BRAYTON,0.92,0.94,2,224,2,0,0,0,sales,low,1,0.9,0.1
10868,WOODBURN,0.43,0.71,3,186,2,0,0,0,accounting,medium,2,0.9,0.1
11619,CLUBB,0.57,0.91,4,224,10,0,0,0,sales,medium,2,0.9,0.1
10304,POKORNY,0.66,0.84,4,253,4,0,0,0,marketing,low,1,0.9,0.1
3928,WELKER,0.7,0.91,5,139,3,1,0,0,technical,medium,2,0.9,0.1
13988,YUNKER,0.34,0.72,3,118,4,0,0,0,IT,low,1,0.9,0.1
7012,SHOCKEY,0.76,0.84,5,137,4,0,0,0,IT,high,3,0.9,0.1
13993,VILLAFANA,0.84,0.78,4,263,3,0,0,0,IT,low,1,0.9,0.1
6394,RUE,0.72,0.7,3,238,2,0,0,0,management,low,1,0.9,0.1
8025,GRINDSTAFF,0.68,0.93,4,179,2,0,0,0,sales,medium,2,0.9,0.1
9144,LINGENFELTER,0.16,0.89,4,196,3,1,0,0,IT,low,1,0.9,0.1
11828,SPARLING,0.42,0.96,6,173,3,0,0,0,sales,medium,2,0.9,0.1
10878,GREWAL,1.0,0.88,6,201,4,0,0,0,technical,low,1,0.9,0.1
8170,TAI,0.89,0.96,5,239,3,0,0,0,support,low,1,0.9,0.1
11905,GOLSON,0.21,0.85,6,285,7,0,0,0,sales,medium,2,0.9,0.1
7997,SCHIFF,0.61,0.86,4,153,5,0,0,0,IT,medium,2,0.9,0.1
9097,PERROTTA,0.67,0.72,4,218,2,1,0,0,sales,low,1,0.9,0.1
2331,MULLIGAN,0.82,0.83,3,271,2,0,0,0,technical,medium,2,0.9,0.1
13964,ASHBROOK,0.5,0.73,3,154,10,0,0,0,IT,medium,2,0.9,0.1
3822,LEHMANN,0.29,0.75,3,124,4,0,0,0,marketing,medium,2,0.9,0.1
11940,DENDY,0.53,0.74,3,172,10,0,0,1,management,high,3,0.9,0.1
11939,EASTERLY,0.92,0.7,3,129,3,0,0,1,management,high,3,0.9,0.1
5092,CHITWOOD,0.97,0.87,2,175,6,0,0,0,support,high,3,0.9,0.1
11936,WHIGHAM,0.53,0.8,2,225,7,1,0,1,management,high,3,0.9,0.1
7078,BAUCOM,0.83,0.79,4,270,3,1,0,0,support,medium,2,0.9,0.1
5895,BORJA,0.53,0.85,3,236,6,0,0,0,sales,medium,2,0.9,0.1
3842,WOFFORD,0.44,0.81,3,248,2,0,0,0,accounting,medium,2,0.9,0.1
6356,ADDINGTON,0.4,0.72,3,204,4,1,0,0,sales,low,1,0.9,0.1
